REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;CONF;VALOR_UF;VALOR_USD
Metropolitana;RENCA;601-33;RIO RAHUE 4948 COMUNA RENCA;136;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);1358;57762
Metropolitana;SAN MIGUEL;5187-3;PASAJE K 5214 DEPARTAMENTO D COMUNA SAN MIGUEL;61;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1342;57082
Antofagasta;ANTOFAGASTA;15007-5;EL HUASCAR MANZANA K-2 SITIO 5 COMUNA ANTOFAGASTA;335;ARRENDAMIENTO;2-posible;Norte (gruesa);1340;56997
Metropolitana;MAIPU;54-70;5 DE ABRIL 449 LOTE Y-1 COMUNA MAIPU;95;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1336;56826
Antofagasta;CALAMA;6072-4;SITIO 4 MANZANA A EL VERGEL COMUNA CALAMA;442;ARRENDAMIENTO;2-posible;Norte (gruesa);1326;56401
Antofagasta;ANTOFAGASTA;15006-11;EL HUASCAR MANZANA B SITIO 11 COMUNA ANTOFAGASTA;331;ARRENDAMIENTO;2-posible;Norte (gruesa);1324;56316
Antofagasta;ANTOFAGASTA;15005-2;EL HUASCAR MANZANA G SITIO 2 COMUNA ANTOFAGASTA;331;ARRENDAMIENTO;2-posible;Norte (gruesa);1324;56316
Antofagasta;ANTOFAGASTA;5927-6;AVENIDA LUIS CRUZ MARTINEZ COMUNA ANTOFAGASTA;324;CONCESION GRATUITA;2-posible;Norte (gruesa);1296;55125
Antofagasta;SAN PEDRO DE ATACAMA;4103-17;SITIO 5 MANZANA C SECTOR ADUANA COMUNA SAN PEDRO DE ATACAMA;430;ARRENDAMIENTO;2-posible;Norte (gruesa);1290;54870
Antofagasta;ANTOFAGASTA;15003-16;PASAJE 1 MANZANA A SITIO 16 SECTOR EL HUASCAR COMUNA ANTOFAGASTA;322;ARRENDAMIENTO;2-posible;Norte (gruesa);1288;54785
Antofagasta;ANTOFAGASTA;1730-2;HUASCO ESQUINA OLLAGUE POBLACION EL GOLF COMUNA ANTOFAGASTA;321;CONCESION GRATUITA;2-posible;Norte (gruesa);1284;54615
Antofagasta;ANTOFAGASTA;454-7;SITIOS 5 Y 7 MANZANA 3 POBLACION COVADONGA COMUNA ANTOFAGASTA;320;CONCESION GRATUITA;2-posible;Norte (gruesa);1280;54444
Antofagasta;ANTOFAGASTA;847-12;WASHINGTON 2527 PISO 2 COMUNA ANTOFAGASTA;319;CONCESION GRATUITA;2-posible;Norte (gruesa);1276;54274
Metropolitana;ESTACION CENTRAL;942-118;NICASIO RETAMALES 836 COMUNA ESTACION CENTRAL;70;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1260;53594
Antofagasta;MEJILLONES;222-6;BALNEARIO PUNTA ITATA MANZANA 14 SITIO 6 COMUNA MEJILLONES;629;CONCESION GRATUITA;2-posible;Norte (gruesa);1258;53509
Antofagasta;TOCOPILLA;327-27;AL SURESTE DE LA CIUDAD DE TOCOPILLA COMUNA TOCOPILLA;625;ARRENDAMIENTO;2-posible;Norte (gruesa);1250;53168
Antofagasta;ANTOFAGASTA;15013-9;BALNEARIO EL HUASCAR MANZANA C-S SITIO 9 COMUNA ANTOFAGASTA;312;ARRENDAMIENTO;2-posible;Norte (gruesa);1248;53083
Metropolitana;COLINA;593-5;PASAJE CUATRO SIN NUMERO COMUNA COLINA;156;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1246;52998
Metropolitana;INDEPENDENCIA;1317-24;SALOMON SACK 400 PISO 1 DEPARTAMENTO 14 COMUNA INDEPENDENCIA;56;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1241;52786
Metropolitana;MACUL;9072-60;BAQUEDANO 4193 K COMUNA MACUL;69;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1236;52573
Antofagasta;ANTOFAGASTA;15015-9;BALNEARIO EL HUASCAR SUR MANZANA D-S SITIO 9 COMUNA ANTOFAGASTA;308;ARRENDAMIENTO;2-posible;Norte (gruesa);1232;52403
Valparaíso;SAN ANTONIO;1827-9;LUIS HINOJOSA 1046 COMUNA SAN ANTONIO;154;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1229;52275
Metropolitana;SANTIAGO;22-536;MONEDA 712 Y 722 DEPARTAMENTO 308 COMUNA SANTIAGO;35;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1225;52105
Metropolitana;EL BOSQUE;3066-15;PEREZ ROMAN 9748 COMUNA EL BOSQUE;134;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1209;51424
Valparaíso;CARTAGENA;1061-0004;SCOLARI 8 COMUNA CARTAGENA;240;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1200;51042
Antofagasta;ANTOFAGASTA;15015-8;CIRCUNVALACION MANZANA D-S SITIO 8 COMUNA ANTOFAGASTA;300;ARRENDAMIENTO;2-posible;Norte (gruesa);1200;51042
Tarapacá;IQUIQUE;PREASIGNADO;PASAJE BOTES SIN NUMERO COMUNA IQUIQUE;200;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);1200;51042
Antofagasta;SAN PEDRO DE ATACAMA;4508-3;MANZANA L SITIO 3 LOTEO VILLA ALTO MIRADOR COMUNA SAN PEDRO DE ATACAMA;399;ARRENDAMIENTO;2-posible;Norte (gruesa);1197;50914
Antofagasta;ANTOFAGASTA;15015-7;HUASCAR MANZANA D-S SITIO 7 COMUNA ANTOFAGASTA;299;ARRENDAMIENTO;2-posible;Norte (gruesa);1196;50872
Tarapacá;POZO ALMONTE;PREASIGNADO;LOTE 1 MANZANA 4 COMUNA POZO ALMONTE;597;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);1194;50786
Antofagasta;CALAMA;6077-4;SITIO 4 MANZANA F EL VERGEL COMUNA CALAMA;396;ARRENDAMIENTO;2-posible;Norte (gruesa);1188;50531
Valparaíso;CARTAGENA;2006-13;JOSE ARELLANO RIVAS SIN NUMERO MANZANA 7 SITIO 13 COMUNA CARTAGENA;237;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1183;50319
Antofagasta;ANTOFAGASTA;6099-1;PASAJE OSCAR BONILLA 8527 COMUNA ANTOFAGASTA;293;CONCESION GRATUITA;2-posible;Norte (gruesa);1172;49851
Antofagasta;ANTOFAGASTA;15013-14;EL HUASCAR MANZANA C-S SITIO 14 COMUNA ANTOFAGASTA;291;ARRENDAMIENTO;2-posible;Norte (gruesa);1164;49510
Antofagasta;MEJILLONES;222-1;BALNEARIO PUNTA ITATA MANZANA 14 SITIO 1 COMUNA MEJILLONES;580;CONCESION GRATUITA;2-posible;Norte (gruesa);1160;49340
Antofagasta;MARIA ELENA;333-1;PUEBLO DE QUILLAGUA SITIO 144 COMUNA MARIA ELENA;1156;CONCESION GRATUITA;2-posible;Norte (gruesa);1156;49170
Antofagasta;SIERRA GORDA;6319-2;LOTE B LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;1146;CONCESION GRATUITA;2-posible;Norte (gruesa);1146;48745
Metropolitana;ESTACION CENTRAL;608-22;MARINER 212 DEPARTAMENTO 301-A COMUNA ESTACION CENTRAL;63;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1134;48234
Metropolitana;LA PINTANA;7329-31;DOMINGO SANTA CRUZ 0935 COMUNA LA PINTANA;162;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1134;48234
Antofagasta;TALTAL;4002-11;PORTEZUELO LAS BOMBAS COMUNA TALTAL;750;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);1125;47852
Antofagasta;ANTOFAGASTA;01691-10;MANZANA 20-F SITIO 34 COMUNA ANTOFAGASTA;281;CONCESION GRATUITA;2-posible;Norte (gruesa);1124;47809
Antofagasta;SIERRA GORDA;6309-5;SITIO 5 MANZANA 8 BAQUEDANO COMUNA SIERRA GORDA;1123;CONCESION GRATUITA;2-posible;Norte (gruesa);1123;47767
Antofagasta;MEJILLONES;5128-3;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;560;CONCESION GRATUITA;2-posible;Norte (gruesa);1120;47639
Antofagasta;SAN PEDRO DE ATACAMA;3751-238;EQUIPAMIENTO 6 SITIO 84 MANZANA Ñ LOCALIDAD DE SOCAIRE COMUNA SAN PEDRO DE ATACAMA;373;CONCESION GRATUITA;2-posible;Norte (gruesa);1119;47596
Antofagasta;MEJILLONES;101-301;BALNEARIO ALTOS HORNITOS SITIO 301 COMUNA MEJILLONES;555;ARRENDAMIENTO;2-posible;Norte (gruesa);1110;47214
Antofagasta;OLLAGUE;3426-1;LOTE A SIN NUMERO PUEBLO DE OLLAGUE COMUNA OLLAGUE;2218;CONCESION GRATUITA;2-posible;Norte (gruesa);1109;47171
Metropolitana;PENALOLEN;5971-20;AMERICO VESPUCIO SUR 1342 DEPARTAMENTO 103 COMUNA PENALOLEN;69;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1104;46958
Metropolitana;QUINTA NORMAL;819-17;CONSTANTINO 589 COMUNA QUINTA NORMAL;68;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1088;46278
Metropolitana;PUDAHUEL;2065-33;DIAGONAL SUR 8880 COMUNA PUDAHUEL;131;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1049;44619
Valparaíso;VALPARAISO;73-1;YUNGAY 1827 COMUNA VALPARAISO;69;..;1-disponible/recuperable;Centro (ref. mercado);1031;43853
Tarapacá;PICA;SIN ROL;CALLE LAUTARO SIN NUMERO COMUNA PICA;514;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);1028;43726
Metropolitana;PEDRO AGUIRRE CERDA;14055-7;PASAJE JORGE TORO 3525 COMUNA PEDRO AGUIRRE CERDA;128;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1024;43556
Antofagasta;SIERRA GORDA;6330-5;CALLE JAIME GUZMAN COMUNA SIERRA GORDA;1022;CONCESION GRATUITA;2-posible;Norte (gruesa);1022;43471
Antofagasta;SAN PEDRO DE ATACAMA;3540-171;AYLLO DE SEQUITOR COMUNA SAN PEDRO DE ATACAMA;340;ARRENDAMIENTO;2-posible;Norte (gruesa);1020;43385
Tarapacá;ALTO HOSPICIO;SIN ROL;CALLE SANTA ROSA DE HUARA LOTE 5 COMUNA ALTO HOSPICIO;255;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);1020;43385
Metropolitana;LO ESPEJO;4119-41;26 SUR 03657 COMUNA LO ESPEJO;127;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1019;43343
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE ALDUNATE NUMERO 913 COMUNA DE POZO ALMONTE;509;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);1018;43300
Valparaíso;SAN ANTONIO;59-2;SEGUNDO PLAZA SIN NUMERO COMUNA SAN ANTONIO;127;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1012;43045
Valparaíso;VINA DEL MAR;2442-69;PADRE ALBERTO HURTADO DEPARTAMENTO 209 COMUNA VINA DEL MAR;40;ARRENDAMIENTO;2-posible;Centro (ref. mercado);1012;43045
Antofagasta;ANTOFAGASTA;15007-23;EL HUASCAR MANZANA K-2 SITIO 17 COMUNA ANTOFAGASTA;251;ARRENDAMIENTO;2-posible;Norte (gruesa);1004;42705
Antofagasta;ANTOFAGASTA;15007-22;EL HUASCAR MANZANA K-2 SITIO 16 COMUNA ANTOFAGASTA;251;ARRENDAMIENTO;2-posible;Norte (gruesa);1004;42705
Tarapacá;IQUIQUE;551-22;CALLE BARROS ARANA 1196 COMUNA IQUIQUE;167;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);1002;42620
Metropolitana;RENCA;283-16;SALVADOR SANFUENTES 1183 COMUNA RENCA;100;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);1000;42535
Antofagasta;SIERRA GORDA;6322-8;LOTE A SALVADOR ALLENDE SIN NUMERO COMUNA SIERRA GORDA;999;CONCESION GRATUITA;2-posible;Norte (gruesa);999;42492
Metropolitana;PUDAHUEL;2571-13;MARIA ANGELICA 9458 MANZANA H LOTE 8 COMUNA PUDAHUEL;123;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);987;41982
Metropolitana;PENALOLEN;9094-233;AMERICO VESPUCIO SUR 5602 DEPARTAMENTO 23 BLOCK 34 COMUNA PENALOLEN;62;ARRENDAMIENTO;2-posible;Centro (ref. mercado);986;41939
Valparaíso;SAN ANTONIO;1225-1;BLANCO ENCALADA NUMERO 711 COMUNA SAN ANTONIO;122;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);974;41429
Metropolitana;RECOLETA;74-81;BELLAVISTA 256 PISO 1 DEPARTAMENTO 3 COMUNA RECOLETA;48;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);969;41216
Antofagasta;ANTOFAGASTA;15007-24;EL HUASCAR MANZANA K-2 SITIO 18 COMUNA ANTOFAGASTA;239;CONCESION GRATUITA;2-posible;Norte (gruesa);956;40663
Antofagasta;MARIA ELENA;307-1;PUEBLO DE QUILLAGUA COMUNA MARIA ELENA;946;CONCESION GRATUITA;2-posible;Norte (gruesa);946;40238
Antofagasta;TALTAL;43-2;LOTE B AVENIDA ARTURO PRAT ESQUINA CALLE ESMERALDA COMUNA TALTAL;627;CONCESION GRATUITA;2-posible;Norte (gruesa);940;39983
Antofagasta;MEJILLONES;101-152;HORNITOS 461 SITIO 47 COMUNA MEJILLONES;465;ARRENDAMIENTO;2-posible;Norte (gruesa);930;39557
Antofagasta;MEJILLONES;8001-6;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;464;CONCESION GRATUITA;2-posible;Norte (gruesa);928;39472
Antofagasta;SIERRA GORDA;6200-11;LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;925;CONCESION GRATUITA;2-posible;Norte (gruesa);925;39345
Metropolitana;SAN JOAQUIN;3410-12;PINTOR GOYA 3675 COMUNA SAN JOAQUIN;54;ARRENDAMIENTO;2-posible;Centro (ref. mercado);923;39260
Antofagasta;CALAMA;6078-2;SITIO 2 MANZANA G EL VERGEL COMUNA CALAMA;307;ARRENDAMIENTO;2-posible;Norte (gruesa);921;39174
Metropolitana;SAN BERNARDO;3500-22;YUNGAY 1090-B COMUNA SAN BERNARDO;152;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);912;38792
Antofagasta;ANTOFAGASTA;683-20;COQUIMBO 850 AL 854 COMUNA ANTOFAGASTA;227;CONCESION GRATUITA;2-posible;Norte (gruesa);908;38622
Antofagasta;ANTOFAGASTA;448-4;EDUARDO ORCHARD LOTE D POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA;227;CONCESION GRATUITA;2-posible;Norte (gruesa);908;38622
Antofagasta;SAN PEDRO DE ATACAMA;4521-2;SITIO 17 MANZANA R LOTEO VILAMA COMUNA SAN PEDRO DE ATACAMA;302;ARRENDAMIENTO;2-posible;Norte (gruesa);906;38536
Antofagasta;ANTOFAGASTA;5010-14;POBLACION LOS PINARES SITIO 8B MANZANA J COMUNA ANTOFAGASTA;226;CONCESION GRATUITA;2-posible;Norte (gruesa);904;38451
Antofagasta;CALAMA;887-30;CALLE VARGAS 2201 COMUNA CALAMA;301;CONCESION GRATUITA;2-posible;Norte (gruesa);903;38409
Antofagasta;SIERRA GORDA;6500-10;CARMEN ALTO COMUNA SIERRA GORDA;900;ARRENDAMIENTO;2-posible;Norte (gruesa);900;38281
Antofagasta;OLLAGUE;4100-79;PAMPA EL LEON COMUNA OLLAGUE;1800;CONCESION GRATUITA;2-posible;Norte (gruesa);900;38281
Antofagasta;SAN PEDRO DE ATACAMA;4537-4;MANZANA K SITIO 4 NORTE POBLACION CONDE DUQUE COMUNA SAN PEDRO DE ATACAMA;296;ARRENDAMIENTO;2-posible;Norte (gruesa);888;37771
Antofagasta;SAN PEDRO DE ATACAMA;3443-6;SITIO 6 MANZANA D POBLACION LICANCABUR COMUNA SAN PEDRO DE ATACAMA;295;ARRENDAMIENTO;2-posible;Norte (gruesa);885;37643
Antofagasta;SIERRA GORDA;6200-13;LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;884;CONCESION GRATUITA;2-posible;Norte (gruesa);884;37601
Antofagasta;CALAMA;6079-2;SITIO 2 MANZANA H EL VERGEL COMUNA CALAMA;292;ARRENDAMIENTO;2-posible;Norte (gruesa);876;37260
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE 4 SIN NUMERO COMUNA POZO ALMONTE;423;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);846;35984
Antofagasta;CALAMA;6080-8;SITIO 8 MANZANA I EL VERGEL COMUNA CALAMA;281;ARRENDAMIENTO;2-posible;Norte (gruesa);843;35857
Antofagasta;ANTOFAGASTA;448-4;EDUARDO ORCHARD LOTE C POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA;208;CONCESION GRATUITA;2-posible;Norte (gruesa);832;35389
Valparaíso;SAN ANTONIO;3223-18;LUIS ALBERTO ARAYA 2048 LOTE 28 COMUNA SAN ANTONIO;104;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);831;35346
Antofagasta;CALAMA;6080-7;SITIO 7 MANZANA I EL VERGEL COMUNA CALAMA;277;ARRENDAMIENTO;2-posible;Norte (gruesa);831;35346
Antofagasta;MEJILLONES;101-306;BALNEARIO HORNITOS SITIO 306 COMUNA MEJILLONES;414;ARRENDAMIENTO;2-posible;Norte (gruesa);828;35219
Antofagasta;SAN PEDRO DE ATACAMA;3517-9;LAS PARINAS 470 MANZANA C SITIO 9 POBLACION CONDE DUQUE COMUNA SAN PEDRO DE ATACAMA;276;ARRENDAMIENTO;2-posible;Norte (gruesa);828;35219
Antofagasta;CALAMA;6080-1;SITIO 1 MANZANA I EL VERGEL COMUNA CALAMA;275;ARRENDAMIENTO;2-posible;Norte (gruesa);825;35091
Antofagasta;ANTOFAGASTA;895-7;BOLIVAR 188 COMUNA ANTOFAGASTA;206;CONCESION GRATUITA;2-posible;Norte (gruesa);824;35049
Valparaíso;VALPARAISO;1091-5;ALCALDE BARRIOS 155 COMUNA VALPARAISO;55;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);823;35006
Valparaíso;EL TABO;650-124;FRANCISCO PALAU SITIO 3 COMUNA EL TABO;164;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);820;34878
Antofagasta;CALAMA;6080-2;SITIO 2 MANZANA I EL VERGEL COMUNA CALAMA;269;ARRENDAMIENTO;2-posible;Norte (gruesa);807;34326
Antofagasta;ANTOFAGASTA;15007-19;EL HUASCAR MANZANA K-2 SITIO 13 COMUNA ANTOFAGASTA;200;ARRENDAMIENTO;2-posible;Norte (gruesa);800;34028
Antofagasta;MEJILLONES;101-159;BALNEARIO HORNITOS SITIO 40 COMUNA MEJILLONES;400;ARRENDAMIENTO;2-posible;Norte (gruesa);800;34028
Antofagasta;ANTOFAGASTA;6737-9;SECTOR LA NEGRA SIN NUMERO COMUNA ANTOFAGASTA;199;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);796;33858
Antofagasta;ANTOFAGASTA;1527-129;POBLACION BARRIO NORTE MANZANA I SITIO 7G-1 COMUNA ANTOFAGASTA;197;CONCESION GRATUITA;2-posible;Norte (gruesa);788;33517
Antofagasta;CALAMA;6080-5;SITIO 5 MANZANA I EL VERGEL COMUNA CALAMA;261;ARRENDAMIENTO;2-posible;Norte (gruesa);783;33305
Antofagasta;CALAMA;6080-4;SITIO 4 MANZANA I EL VERGEL COMUNA CALAMA;259;ARRENDAMIENTO;2-posible;Norte (gruesa);777;33049
Antofagasta;ANTOFAGASTA;975-18;COVADONGA VIEJA 448 COMUNA ANTOFAGASTA;194;CONCESION GRATUITA;2-posible;Norte (gruesa);776;33007
Antofagasta;MEJILLONES;5128-5;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;388;CONCESION GRATUITA;2-posible;Norte (gruesa);776;33007
Antofagasta;ANTOFAGASTA;539-3;AVELINO CONTARDO 1526 SITIO 158-A POBLACION VILLA ESMERALDA COMUNA ANTOFAGASTA;192;CONCESION GRATUITA;2-posible;Norte (gruesa);768;32667
Antofagasta;SIERRA GORDA;6322-9;LOTE B AL SUR LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;767;CONCESION GRATUITA;2-posible;Norte (gruesa);767;32624
Antofagasta;ANTOFAGASTA;1157-21;CALLE BELLAVISTA 3763 LOTE 57 COMUNA ANTOFAGASTA;190;ARRENDAMIENTO;2-posible;Norte (gruesa);760;32326
Antofagasta;MEJILLONES;101-305;SITIO 305 BALNEARIO ALTOS HORNITOS COMUNA MEJILLONES;380;ARRENDAMIENTO;2-posible;Norte (gruesa);760;32326
Antofagasta;CALAMA;6080-3;SITIO 3 MANZANA I EL VERGEL COMUNA CALAMA;252;ARRENDAMIENTO;2-posible;Norte (gruesa);756;32156
Antofagasta;MEJILLONES;101-307;BALNEARIO HORNITOS COMUNA MEJILLONES;377;ARRENDAMIENTO;2-posible;Norte (gruesa);754;32071
Antofagasta;CALAMA;6080-6;SITIO 6 MANZANA I EL VERGEL COMUNA CALAMA;251;ARRENDAMIENTO;2-posible;Norte (gruesa);753;32029
Antofagasta;SAN PEDRO DE ATACAMA;4307-9;SITIO 3 MANZANA C SECTOR EL CALVARIO COMUNA SAN PEDRO DE ATACAMA;251;ARRENDAMIENTO;2-posible;Norte (gruesa);753;32029
Antofagasta;MEJILLONES;101-403;BALNEARIO HORNITOS SITIO 403 COMUNA MEJILLONES;375;ARRENDAMIENTO;2-posible;Norte (gruesa);750;31901
Antofagasta;MEJILLONES;101-404;SITIO 404 ACCESO SUR BALNEARIO HORNITOS COMUNA MEJILLONES;375;ARRENDAMIENTO;2-posible;Norte (gruesa);750;31901
Antofagasta;TOCOPILLA;74-12;CALLE 21 DE MAYO 1284 AL 1292 COMUNA TOCOPILLA;375;CONCESION GRATUITA;2-posible;Norte (gruesa);750;31901
Biobío;PENCO;316-25;PASAJE PEATONAL 1 35 LIRQUEN COMUNA DE PENCO;90;ARRENDAMIENTO;2-posible;Centro (ref. mercado);722;30710
Antofagasta;ANTOFAGASTA;867-29;MANZANA T SITIO 29 POBLACION AMPLIACION MIRAMAR 4 COMUNA ANTOFAGASTA;180;CONCESION GRATUITA;2-posible;Norte (gruesa);720;30625
Antofagasta;ANTOFAGASTA;1303-19;PASAJE SAUSALITO 686 MANZANA 46 SITIO 46 COMUNA ANTOFAGASTA;180;ARRENDAMIENTO;2-posible;Norte (gruesa);720;30625
Antofagasta;OLLAGUE;3419-11;SITIO 5 MANZANA C PUEBLO DE OLLAGUE COMUNA OLLAGUE;1418;CONCESION GRATUITA;2-posible;Norte (gruesa);709;30157
Antofagasta;SAN PEDRO DE ATACAMA;3451-35;MANZANA B SITIO 35 POBLACION PUNTA DE DIAMANTE COMUNA SAN PEDRO DE ATACAMA;234;ARRENDAMIENTO;2-posible;Norte (gruesa);702;29859
Antofagasta;OLLAGUE;4100-71;PLANTA DE ALCANTARILLADO DEL POBLADO DE OLLAGUE COMUNA OLLAGUE;1397;CONCESION GRATUITA;2-posible;Norte (gruesa);698;29689
Antofagasta;MEJILLONES;101-158;BALNEARIO HORNITOS SITIO 41 COMUNA MEJILLONES;343;ARRENDAMIENTO;2-posible;Norte (gruesa);686;29179
Metropolitana;PUDAHUEL;3752-7;EL SOL 754 COMUNA PUDAHUEL;85;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);680;28924
Metropolitana;SAN BERNARDO;1140-6;JUANITA AGUIRRE 9 Y JORGE VALDIVIESO COMUNA SAN BERNARDO;112;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);671;28541
Antofagasta;SAN PEDRO DE ATACAMA;3451-34;MANZANA B SITIO 34 COMUNA SAN PEDRO DE ATACAMA;223;ARRENDAMIENTO;2-posible;Norte (gruesa);669;28456
Antofagasta;OLLAGUE;3413-2;SITIO 1 MANZANA N PUEBLO DE OLLGUE COMUNA OLLAGUE;1313;CONCESION GRATUITA;2-posible;Norte (gruesa);656;27903
Antofagasta;SIERRA GORDA;6302-3;CALLE ACONCAGUA ENTRE AVENIDA SALVADOR ALLENDE Y CALLE JAIME GUZMAN PUEBLO BAQUEDANO COMUNA S;653;CONCESION GRATUITA;2-posible;Norte (gruesa);653;27775
Metropolitana;LA FLORIDA;1553-124;SANTA AMALIA 0161 DEPARTAMENTO 105 COMUNA LA FLORIDA;46;ARRENDAMIENTO;2-posible;Centro (ref. mercado);645;27435
Antofagasta;ANTOFAGASTA;513-1;HERMOGENES ALFARO 1138 COMUNA ANTOFAGASTA;160;CONCESION GRATUITA;2-posible;Norte (gruesa);640;27222
Valparaíso;VILLA ALEMANA;SIN ROL;BAQUEDANO SIN NUMERO INTERIOR PARTE LOTE A-22 COMUNA VILLA ALEMANA;71;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);635;27010
Antofagasta;TALTAL;43-5;LOTE A AVENIDA ARTURO PRAT ESQUINA CALLE ESMERALDA COMUNA TALTAL;422;CONCESION GRATUITA;2-posible;Norte (gruesa);633;26924
Antofagasta;SIERRA GORDA;6322-10;LOTE C LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;631;CONCESION GRATUITA;2-posible;Norte (gruesa);631;26839
Antofagasta;MEJILLONES;211-2;MANZANA 12 SITIO 2 BALNEARIO PUNTA ITATA COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;226-1;MANZANA 19 SITIO 1 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;225-11;BALNEARIO PUNTA ITATA MANZANA 18 SITIO 11 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;214-11;BALNEARIO PUNTA ITATA MANZANA 9 SITIO 11 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;212-12;BALNEARIO PUNTA ITATA MANZANA 11 SITIO 12 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;211-4;PUNTA ITATA SITIO 4 MANZANA 12 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;226-10;SITIO 10 MANZANA 19 BALNEARIO PUNTA ITATA COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;210-25;BALNEARIO PUNTA ITATA MANZANA 13 SITIO 12 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;212-3;BALNEARIO PUNTA ITATA MANZANA 11 SITIO 3 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;226-11;PUNTA ITATA SITIO 11 MANZANA 19 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
