ROL_SII;COMUNA;REG;__CAPA;__SERVICIO;Región;Comuna;Nombre;Instrumento;Administrador;Fecha publicación Diario Oficial;N° documento;Tipo documento;Localidad;Zona;Uso permitido;Uso prohibido;Nombre de zona;Fecha publicación en DO;Número de documento;Tipo de documento;Observación;Capa;Barrio;Nombre zona;Diario Oficial;Código único territorial;Sector;Diario oficial;Código Único Territorial;Documento;Normativa;LOC;ZONA;NOM;UPERM;UPROH;P_DO;N_DOC;T_DO;OBS
"213-3";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"212-4";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3534-5";"San Bernardo";"RM";"PRC_San_Bernardo";"PRC_RM_Sur";"Metropolitana";"San Bernardo";"";"";"";"";"";"";"San Bernardo";"ZU2";"Residencial; equipamiento de comercio, culto, deporte,  educación, esparcimiento, salud, seguridad, servicio y social; actividad productiva inofensiva; infraestructura de transporte; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"ZU2 Zona de Periferia Centro";"13/06/2006";"3855";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2559-13";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4636-1";"San Bernardo";"RM";"PRC_San_Bernardo";"PRC_RM_Sur";"Metropolitana";"San Bernardo";"";"";"";"";"";"";"San Bernardo";"ZU4";"Residencial; equipamiento de comercio, culto, deporte,  educación, esparcimiento, salud, seguridad, servicio y social; actividad productiva inofensiva; infraestructura de transporte; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"ZU4 Zona de La Vara";"13/06/2006";"3855";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12680-1";"San Pedro De La Paz";"BB";"PRC_San_Pedro_de_la_Paz";"PRC_Biobio";"Biobío";"San Pedro de la Paz";"";"";"";"";"";"";"";"ZH-4";"Residencial. Equipamiento: cientifico, comercio, culto y cultura, deporte, educacion, esparcimiento, salud, seguridad, servicios, social.";"Todos los usos de suelo no mencionados como permitidos.";"";"";"";"";"";"PRC San Pedro de la Paz";"";"ZH-4 Zona residencial";"Publicacion PRC San Pedro de la Paz. Decreto Alc. N°310. Fecha de promulgacion 10.03.2011. Fecha de publicacion D.O. 24.03.2011.";"08108";"San Pedro de la Paz";"";"";"";"";"";"";"";"";"";"";"";"";""
"1590-3";"Talcahuano";"BB";"PRC_Talcahuano";"PRC_Biobio";"Biobío";"Talcahuano";"";"";"";"";"";"";"Talcahuano";"ZH-8";"Residencial. Equipamiento: cientifico, comercio, culto y cultura, educacion, salud, seguridad, servicios, social. Area verde.";"Todos los usos de suelo no mencionados como permitidos";"ZH-8 Zona residencial";"31/01/2006";"247";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13062-2";"San Pedro De La Paz";"BB";"PRC_San_Pedro_de_la_Paz";"PRC_Biobio";"Biobío";"San Pedro de la Paz";"";"";"";"";"";"";"";"ZH-5";"Residencial. Equipamiento: cientifico, comercio, culto y cultura, deporte, educacion, esparcimiento, salud, seguridad, servicios, social. Actividades productivas, bodegaje y talleres inofensivos.";"Todos los usos de suelo no mencionados como permitidos.";"";"";"";"";"";"PRC San Pedro de la Paz";"";"ZH-5 Zona residencial";"Publicacion PRC San Pedro de la Paz. Decreto Alc. N°310. Fecha de promulgacion 10.03.2011. Fecha de publicacion D.O. 24.03.2011.";"08108";"San Pedro de la Paz";"";"";"";"";"";"";"";"";"";"";"";"";""
"2752-1";"Coronel";"BB";"PRC_Coronel_Area_de_riesgo";"PRC_Biobio";"Biobío";"Coronel";"";"";"";"";"";"";"";" ";" ";"";"";"";"";"";"";"PRC Riesgo Coronel";"";"Area Potencialmente Inundable por Anegamiento";"";"08102";"Coronel";"";"";"";"";"";"";"";"";"";"";"";"";""
"137-71 Y 137-72";"Concepcion";"BB";"PRC_Concepcion";"PRC_Biobio";"Biobío";"Concepción";"";"";"";"";"";"";"";"C1";"Residencial. Equipamiento: cientifico, comercio, culto y cultura, deporte, educacion, esparcimiento, salud, seguridad, servicios, social. Actividades productivas.";"Todos los usos de suelo no mencionados como permitidos";"";"";"";"";"";"PRC Concepción";"Centro metropolitano";"C1 Centro de servicios y equipamiento";"Publicacion PRC Concepcion. Decreto Alc. N°148. Fecha promulgacion 05.06.2004. Fecha publicacion D.O. 22.04.2004.";"08101";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"321-145";"Concepcion";"BB";"PRC_Concepcion";"PRC_Biobio";"Biobío";"Concepción";"";"";"";"";"";"";"";"MC";"Equipamiento: culto y cultura, educacion, salud, seguridad, servicios, social. Area verde.";"Todos los usos de suelo no mencionados como permitidos";"";"";"";"";"";"PRC Concepción";"Microcentro";"MC Microcentro";"Publicacion PRC Concepcion. Decreto Alc. N°148. Fecha promulgacion 05.06.2004. Fecha publicacion D.O. 22.04.2004.";"08101";"";"";"";"";"";"";"";"";"";"";"";"";"";""
